function	S1_S16	S2_S16	S3_S16	S4_S16	S5_S16	S6_S16	S1_m	S2_m	S3_m	S4_m	S5_m	S6_m
K07113	4610.89	5300.73	5699.66	5449.71	7489.49	7187.31	8304	6960	9134	6264	8470	7099
K07114	9118.23	16092.27	17149.7	16459.92	20964.25	21263.44	22856	21445	25141	19301	23313	21874
K07115	5557.61	7098.23	8051.5	5762.8	8431.14	7678.48	8769	7719	9646	6947	8944	7873
K07116	3110.52	5661.22	7194.69	6218.77	8219.92	7939.44	9573	8000	10530	7200	9764	8160
K07117	1236.69	1922.84	2890.41	1624.74	1266.01	926.85	1013	1615	1114	1454	1033	1648
K07118	2009.93	3794.14	5247.17	3695.95	2903.18	2954.05	3455	3396	3801	3057	3524	3464
K07119	6350.58	8338.75	11405.51	8433.24	10338.45	9700.51	11349	9920	12484	8928	11576	10118
K07120	4592.43	5680.75	7720.24	7126.04	13363.86	12743.7	15117	12078	16628	10870	15419	12320
K07121	3196.78	5455.36	5256.01	4585.33	7450.14	7323.9	8308	6945	9138	6250	8474	7084
K07122	3906.94	5849.73	7234.34	4710.03	8015.17	7430.6	8620	7561	9482	6805	8792	7712
K07123	73.03	67.5	96	253.34	96.67	59.16	114	120	126	108	116	122
K07124	7986.24	11779.91	13807.85	12289.3	17401.59	18253.8	20145	17476	22160	15729	20548	17826
K07125	28	2	14	410	89	157	116	167	128	151	119	171
K07126	12399.63	16117.13	17783.94	16796.21	18786.92	18171.82	20646	17676	22711	15908	21059	18029
K07127	7743.51	8457.89	8499.95	7381.8	9354.9	8335.32	9655	8510	10621	7659	9849	8680
K07128	6	0	42	10	2	0	0	0	0	0	0	0
K07129	0	0	0	0	0	0	0	1	0	1	0	2
K07130	1549.71	2056.97	4397.32	2095.56	1289.57	854.7	1273	1353	1400	1217	1298	1380
K07131	1097.46	1463.66	1606.22	1639.54	3633.44	5410.04	4438	4175	4881	3758	4526	4259
K07132	729.74	395.65	219.62	687.37	701.31	973.37	1086	969	1194	872	1107	989
K07133	1153.48	1906.33	1209.5	1526.52	1378.86	2471.54	1296	1722	1426	1550	1322	1756
K07136	241.46	410.1	295.69	577.06	95.04	99.8	40	77	44	70	41	79
K07137	3038.48	5177.75	6805.74	4325.51	7545.61	6935.67	8359	7176	9195	6458	8527	7319
K07138	29	72.67	24.25	5	10	13.75	2	12	3	11	3	13
K07139	503.89	1018.81	561.37	929.11	165.97	131.68	83	279	91	251	85	284
K07140	3516.14	4440.88	8007.32	5787.11	8973.11	9433.06	9719	8967	10690	8071	9913	9147
K07141	3750.78	4602.79	7623.27	5886.76	8604.78	8980.44	9014	8759	9915	7884	9194	8935
K07142	14	30	11	34	32	1	4	34	5	31	5	35
K07144	0	0	0	0	0	0	1	13	2	12	2	14
K07145	375.15	122.5	179.9	499.82	51.12	11	31	29	34	26	31	29
K07146	6290.72	8297.02	8602.94	7610.4	9505.89	9140.96	10474	9105	11522	8194	10684	9287
K07147	3253.82	4022.02	6929.05	5146.65	7787.12	7153.36	8374	7363	9211	6627	8542	7511
K07148	726.14	504.78	755.95	1963.45	1151.84	1490.4	1374	1188	1511	1069	1401	1212
K07149	101.68	68.25	55	377.07	44.83	39.75	45	392	50	353	46	400
K07150	209.75	313.99	202.35	616.99	114.26	145.33	58	132	63	119	59	135
K07151	14	30	29	39	36	8	4	34	5	31	5	35
K07152	6902.54	11241.94	14134.06	11937.91	16637.74	15401.66	17983	16190	19781	14571	18342	16514
K07153	4485.5	6225.81	5444	5298.61	7528.8	7401.85	8382	6967	9220	6270	8550	7106
K07154	8027.86	11763.28	11621.5	9224.28	16913.59	18424.07	19677	16648	21644	14983	20070	16981
K07155	0.5	0	0.25	0.83	1	3	0	3	0	3	0	4
K07156	4230.91	4965.2	7164.66	4920.41	4676.5	6023.01	5477	5271	6025	4744	5587	5376
K07157	3713.96	5534.81	7766.72	5685.8	8288.38	7515.57	8714	7875	9585	7088	8888	8033
K07158	14	30	11	34	32	1	4	34	5	31	5	35
K07159	28	60	22	68	64	2	8	68	9	62	9	70
K07160	6738.53	7950.17	11481.12	9127.41	15506.25	15507.09	16841	14552	18525	13097	17178	14843
K07161	752.86	728.33	983.66	1711.66	622.66	449.66	586	787	644	708	597	802
K07164	802.5	1474.83	1500.49	1858.06	2301.52	3580.57	2685	3058	2953	2752	2738	3119
K07165	21504.56	34297.31	45328.72	32109.78	67274.7	64862.97	76701	61200	84371	55080	78235	62424
K07166	43.99	162.88	59.45	36.2	55.47	29.22	23	187	25	168	23	190
K07167	1244.83	2537.64	2212.61	1261.18	6092.8	5777.3	6503	4986	7153	4488	6633	5086
K07168	5249.66	5760.25	7221.85	5159.82	7997.15	7321.9	8625	7518	9488	6766	8798	7668
K07169	324.76	231.41	302.34	677.65	537.97	362.61	459	341	505	307	468	348
K07171	1020.18	772.68	1051.79	1893.6	1455.76	2378.57	1251	1900	1376	1710	1276	1938
K07172	125.25	77.17	76.83	223.75	55.5	57	32	78	36	70	33	80
K07173	609.93	515.23	696.46	1322.82	538.05	522.68	449	643	494	578	458	656
K07175	3267.14	5042.98	7710.27	5228.11	9709.4	10388.35	10578	10019	11636	9017	10790	10219
K07176	14	30	11	34	32	1	4	34	5	31	5	35
K07177	266.59	175.13	756.35	828.35	1893.11	3188.05	2227	2497	2450	2248	2272	2547
K07178	2060.73	3390.31	3588.44	3122.76	6957.85	6577.78	7863	6048	8650	5443	8021	6169
K07180	2530.97	3593.86	5060.84	4769.85	7223.14	6975.73	8197	6813	9017	6132	8361	6949
K07181	1694.08	1919.1	4760.43	1958.89	3894.58	5773.67	3762	4969	4138	4472	3837	5069
K07182	2401.79	3737.4	5289.55	3705.9	7074.88	6770.36	8123	6585	8935	5927	8285	6717
K07183	4208.85	4399.64	4567.06	5302.06	3790.07	4995.73	4369	4661	4806	4195	4457	4755
K07184	1425.85	1832.38	2110.7	2507.23	5986.13	5916.92	6787	5627	7466	5065	6923	5740
K07186	224.18	405.77	184.02	1517.47	217.29	437.13	270	672	297	605	276	685
K07190	26	6	1	26	1.5	1.5	3	1	3	1	3	2
K07192	336.01	171.39	589.92	753.71	1875.96	3156.41	2197	2556	2417	2300	2241	2607
K07213	8108.66	7917.04	12269.14	7584.81	9840.73	8644.83	9981	9703	10980	8733	10181	9897
K07214	896.8	696.53	2273.87	1014.21	438.33	271.33	184	501	203	451	188	511
K07215	3727.38	5195.41	6599.18	4320.81	13264.15	12970.33	14862	11841	16348	10657	15159	12078
K07216	3322.24	2698.77	3018.43	1779.29	1116.67	910.93	777	1234	855	1111	793	1259
K07217	1267.68	1391.06	2178.39	2421.52	6595.13	6702.54	7651	6294	8416	5664	7804	6420
K07218	344.75	452.14	943.27	595.6	563.62	416.95	654	539	719	485	667	550
K07219	92.7	129.67	160.25	206.92	259.5	115	164	141	181	127	168	144
K07220	2162.02	3573.82	3995.55	3188.99	3370.51	4257.82	3327	4166	3660	3749	3394	4249
K07221	1087.14	1957.48	3289.05	2277.81	1666.22	1624.35	1397	1505	1537	1355	1425	1535
K07222	2496.1	3464.78	5366.66	4102.19	6807.48	6366.36	7710	6408	8481	5767	7864	6536
K07223	4639.44	6094.23	5765.44	5346.66	2651.19	2762.1	3160	3327	3476	2995	3223	3394
K07224	2175.35	2925.18	4738.97	3593.7	7570.18	7539.93	8839	6824	9723	6141	9016	6960
K07225	972.87	704.9	2265.65	924.93	626.45	483.59	435	755	478	679	444	770
K07226	2419.97	3542.72	4809.81	3769.81	6963.98	6650.56	7935	6416	8729	5774	8094	6544
K07227	111.53	152.97	123.77	243.08	89	86	47	43	52	39	48	44
K07228	100	608	173.75	249	89.66	75	64	123	70	111	65	126
K07229	105.98	85.96	80.88	333.59	19.29	56.33	16	12	17	10	16	12
K07230	328.61	807.45	1697.27	468.75	489.84	396.88	526	368	578	331	536	375
K07231	2163.94	3066.08	4568.07	3468.65	6721.05	6446.28	7728	6337	8501	5703	7883	6463
K07232	3094.93	3758.65	6638.65	4310.72	7811.76	7077.33	8290	7033	9119	6330	8456	7173
K07233	6222.33	8256.13	5502.25	5797.82	7674.67	7246.25	8293	7249	9123	6524	8459	7394
K07234	1886.09	3098.2	4266.44	2217.93	1723.87	1262.86	1578	1850	1736	1665	1610	1887
K07235	4408.75	5288.06	5125.5	4688.36	7120.3	6946.35	8095	6618	8904	5957	8257	6751
K07236	2094	3197.1	4286.68	3480.45	6623.47	6450.74	7626	6099	8388	5489	7778	6221
K07237	2070.75	3185.35	4268.93	3445.45	6618.97	6434.74	7621	6075	8383	5467	7773	6196
K07238	5078.11	5963.55	8646.13	7405.5	13508.69	12526.51	14692	12422	16161	11180	14985	12670
K07239	236.23	344.16	331.7	330.66	97.33	65.34	119	169	131	152	121	173
K07240	11118.53	12040.21	14481.18	11103.46	5892.54	4778.23	5427	7188	5970	6469	5535	7331
K07241	371.77	667.3	1229.21	757.9	170.73	132.66	133	156	146	141	135	159
K07242	16.5	5	1	23.5	1.5	1.5	2	0	3	0	3	0
K07243	4898.53	7994.84	11264.02	7585.6	14981.45	14514.64	17112	13749	18823	12375	17454	14024
K07244	2	0	0	0	0	0	0	0	0	0	0	0
K07245	4286.81	5031.74	7329.31	5278.47	4693.41	6051.44	5568	5349	6125	4814	5680	5456
K07246	5825.35	6304.62	9048.46	5896.06	13656.11	12672.87	15088	11979	16597	10782	15390	12219
K07248	545.09	687.19	1321.57	1101.67	171	174.32	211	164	232	147	215	167
K07250	2043.37	2481.84	2942.29	2892.9	6199.86	5745.03	6815	5481	7497	4933	6951	5591
K07251	136.23	126.71	123.91	421.14	33.29	66.13	22	16	24	14	22	16
K07254	14	30	11	34	32	1	4	34	5	31	5	35
K07255	3.8	0	0	2.6	6.8	2.8	4	1	4	1	4	1
K07256	14	8	22.67	40	4.33	8	2	2	3	2	3	3
K07257	51	260	253.5	91	40.33	48.25	45	72	50	65	46	74
K07258	9477.16	11375.04	10623.84	10997.49	10125.29	9171.89	10021	9886	11023	8898	10221	10084
K07259	4667.56	8449.04	10696.92	7894.27	10411.12	11139.54	11849	10673	13034	9606	12086	10886
K07260	660.23	450.06	680.75	1264.32	528.39	407.23	319	615	350	554	325	627
K07261	513.8	611.55	659.87	1049.63	390.14	341.2	171	366	188	330	174	374
K07262	5268.52	5698.65	7345.17	5849.77	7994.18	7494.68	8754	7743	9629	6969	8929	7898
K07263	13198.99	18027.57	20047.34	16991.21	24263.46	22790.63	26184	24168	28803	21751	26708	24651
K07264	964.39	2032.75	3421.1	1805.6	797.83	831.85	1023	768	1126	691	1044	783
K07265	152.46	72.69	136.36	411.11	156.44	107.48	127	138	140	124	130	141
K07266	576.37	318.83	1744.22	401.73	325.78	87.54	100	286	110	258	102	292
K07267	9255.91	11046.21	10611.92	10621.75	11309.18	11713.51	12895	11565	14184	10409	13153	11796
K07268	0	0	0	1	2	0	0	0	0	0	0	0
K07269	144.23	155.88	123.91	421.14	33.29	66.13	22	16	24	14	22	16
K07270	2372.07	2408.74	995.05	1465.79	961.77	765.57	651	765	716	688	664	780
K07271	9.86	32.16	50.59	2.2	14.02	2.87	2	13	3	12	2	13
K07272	13.07	40.55	33.78	5.2	10.9	8.3	15	10	16	9	15	10
K07273	2985.87	3298.17	1862.41	2467.63	1351.8	1083.91	1081	881	1189	793	1103	898
K07274	1340.29	2142.86	2944.41	1560.03	5862.54	5701.54	6438	4924	7081	4431	6566	5022
K07275	8434.21	8881.93	9759.15	8461.19	10383.67	10356.99	11197	9919	12316	8927	11421	10117
K07276	1804.66	2288.33	1107	1041.92	485.67	370.91	189	255	208	230	193	260
K07277	6653.22	9451.98	10432.27	8480.69	9231.13	8476.01	9575	9322	10533	8390	9767	9509
K07278	5868.69	7303.73	8374.83	6944.04	8711.44	8077.8	9041	8226	9945	7404	9222	8391
K07279	0	6.99	0.99	4	0	0	1	0	2	0	2	0
K07281	25.25	17	3	35.25	7	1	1	2	2	2	2	3
K07282	597.14	469.3	1004.43	1513.19	1289.89	2355.04	1180	1988	1298	1789	1204	2028
K07283	324.84	1148.19	479.7	880.69	382.04	392.3	225	228	248	206	230	233
K07284	722.28	569.1	931.12	1606.95	1987.88	3254.33	2282	3016	2510	2714	2327	3076
K07285	286.23	2091.21	541.24	676.64	390.29	389.13	204	202	225	182	208	206
K07286	2037.45	2990.35	4259.93	3418.95	6619.17	6432.74	7619	6072	8381	5465	7772	6193
K07287	2859.44	3801.02	6418.77	4160.62	7355.84	6798.91	8127	7024	8940	6322	8289	7165
K07289	2667.25	4496.35	5130.59	6463.64	7648.44	7610.03	8477	7298	9325	6568	8647	7444
K07290	2417.05	4197.35	4971.26	4203.07	7391.55	7020.74	8206	6674	9026	6006	8370	6807
K07291	16	17	0	6	7	4	1	6	2	6	2	7
K07300	2524.03	3459.41	4739.8	3841.73	6995.22	6684.49	8081	6144	8889	5530	8243	6267
K07301	3221.08	5137.28	7036.31	5027.15	7470.11	6997.8	8009	7020	8810	6318	8169	7160
K07302	5433	8017.45	10032.63	7623.89	14241.63	13384.48	15933	13292	17526	11963	16252	13558
K07303	6822.5	9779.95	12448.64	9312.38	20031.16	19004.49	22567	18249	24824	16424	23019	18614
K07304	10191.87	15401.21	16757.19	12752.33	13545.86	14063.78	14110	13857	15521	12472	14392	14134
K07305	8150.19	12450.38	12724.4	10682.38	12396.25	13090	13005	12642	14306	11378	13266	12895
K07306	29.69	135.58	55.09	273.09	29.24	48.15	14	9	16	8	15	9
K07307	50.4	201.12	101.88	296	49.16	94.94	21	15	23	13	22	15
K07308	30.42	146.16	71.38	156.37	27.37	66.73	10	8	10	7	10	8
K07309	25.48	34.95	17.84	20.32	16.83	17.78	5	8	6	8	5	9
K07310	4.58	23.33	20.33	7.14	6	19	3	1	3	1	3	2
K07311	4.79	27.5	20	7	6	19	3	1	3	1	3	2
K07312	23.77	80.21	51.38	147.76	20.79	47.33	7	7	8	6	7	7
K07313	3672.09	4208.52	4838.17	4863.91	12304.21	11913.54	13741	11007	15115	9907	14016	11228
K07314	0.14	0.14	0	0.29	0.29	0.14	0	1	0	1	0	1
K07315	2197.28	2933.7	4017.83	3249.8	6059.07	5670.54	6505	5752	7155	5177	6635	5867
K07316	2309.57	3551.83	2710.71	2050.73	6354.12	6201.98	7126	5547	7838	4992	7268	5658
K07317	11	0	23	23.16	11	0	1	10	2	9	2	10
K07318	2339.5	2139.79	882.57	1260.41	507	507.44	473	554	520	499	482	565
K07319	4.72	23.47	20.33	7.43	6.29	19.14	3	5	3	4	3	5
K07320	5409.44	6969.73	7805.84	5837.03	8251.17	7717.85	8792	7946	9671	7152	8968	8105
K07321	70.5	113	113	128	25.47	15	11	31	12	28	11	32
K07322	1164.61	1603.7	2902.59	1601.79	870.04	578.41	815	1138	897	1025	831	1161
K07323	5265.72	6919.48	7849.5	5728.43	8217.97	7706.67	8797	7911	9677	7120	8973	8069
K07326	1929.2	2963.6	4660.53	2637.7	6653.28	6395.95	7616	5765	8378	5189	7769	5881
K07334	509	1329.92	844.35	939.77	1160.04	1405.31	1328	1020	1461	918	1355	1041
K07335	699.79	757.88	1161.34	1379.7	2708.79	3681.89	2758	3147	3034	2833	2814	3210
K07336	4595.22	6871.68	7488.01	4940.76	2916.16	2380.04	2710	3035	2981	2732	2764	3096
K07337	1537.54	2447.47	3497.75	2228.2	6082.99	5904.19	6807	5358	7488	4822	6944	5465
K07338	2135.94	3039.58	4537.07	3434.98	6710.55	6439.78	7726	6323	8499	5691	7881	6450
K07339	6	11	2	45	44	40	43	30	48	27	44	31
K07340	4418.41	5796.1	5211.88	4742.3	7528.69	7161.65	8000	6460	8800	5814	8160	6589
K07341	729.16	1670.32	1322.37	1262.33	1720.83	2764.61	1598	2036	1758	1832	1630	2076
K07342	14	30	11	34	32	1	4	34	5	31	5	35
K07343	1140.71	1699.36	2477.76	2695.54	1283.12	1204.96	1390	1782	1529	1604	1418	1818
K07344	622.21	1465.16	988.34	1702.73	344.46	345.39	355	631	390	568	362	644
K07345	7216.9	11035.46	12886.62	8104.08	5623.85	6036.71	6712	5827	7383	5244	6846	5943
K07346	5033.6	6247.79	6038.22	4768.32	4313.24	4705.23	4645	3967	5110	3571	4738	4047
K07347	10615.24	14967.34	15757.25	13420.22	12962.7	13509.98	14737	12219	16211	10997	15032	12464
K07348	836.55	1448.13	1671.34	579.31	1014.79	1394.33	1317	1047	1449	942	1343	1067
K07349	216.34	909.24	1909.25	727.88	110.5	182.11	153	179	168	161	156	182
K07350	1244.55	2065.13	2515.34	969.81	1673.19	2109.33	2120	1635	2332	1472	2162	1668
K07351	47.17	80.62	36.47	206.66	50.66	63.45	53	48	59	44	55	49
K07352	0.29	7	0	122	0	0	1	0	1	0	1	0
K07353	2	8.33	0.33	1	1	1	0	0	0	0	0	0
K07355	4	21	20	7	6	19	2	1	3	1	3	2
K07357	24.84	42.38	7.54	149.46	11.79	13.01	4	7	5	6	4	7
K07358	18.91	16.24	7.67	13.69	9.13	9.9	3	6	3	5	3	6
K07374	8	0	10	5	2	0	3	4	4	4	4	5
K07386	1482.47	3817.05	2926.79	3258.62	3884.93	5552.09	4205	4297	4626	3867	4289	4383
K07387	282.5	298.18	554.54	594	341	414.61	366	202	402	182	373	206
K07389	51	33	19	891.29	94	164	133	291	147	262	136	297
K07390	6106.35	8619.4	8949.52	7287.54	9094.83	8359.12	9181	8645	10099	7781	9364	8818
K07391	7573.69	9711.32	10416.4	9716.59	11254.74	11783.72	11918	11785	13110	10607	12157	12021
K07393	2767.27	3892.38	5201.52	5062.89	8504.56	9537.49	9619	8300	10581	7470	9812	8466
K07394	4388.1	5340.1	5318.09	4629.46	7170.68	6974.39	8113	6789	8924	6110	8275	6925
K07395	3665.2	3266.07	3795.3	3075.78	1675.97	1315.91	1222	1863	1344	1677	1247	1900
K07396	3465.91	5093.57	8121.42	4799.72	7931.12	7429.43	8876	7408	9763	6668	9053	7557
K07397	11366.64	13109.39	14325.86	10603.5	10816.26	9862.1	11593	10489	12752	9440	11825	10699
K07398	14	30	11	34	32	1	4	34	5	31	5	35
K07399	1161.54	950.42	2858.84	2095.4	2651.75	3562	2779	3219	3057	2898	2835	3284
K07400	4485.25	6231.06	5427.5	4911.36	7429.3	7249.35	8269	6815	9096	6134	8435	6952
K07401	2316.11	3963.24	4895.24	3983.4	8081.98	8737.14	8905	7578	9796	6820	9083	7730
K07402	8628.12	9853.56	15223.24	11474.76	16458.73	16090.56	17717	16256	19489	14630	18072	16581
K07403	1228.22	3295.93	1878.54	2241.16	1139.1	930.22	1043	1931	1147	1738	1064	1969
K07404	1660.72	2532.52	2670.1	2734.16	6141.15	5750.21	6659	5714	7325	5143	6792	5828
K07405	87.17	997	336.58	92.5	52.84	43.42	13	162	14	146	13	165
K07406	373.05	229.05	296.67	557.99	193.21	174.21	100	203	110	182	102	207
K07407	747.8	3096.17	2251.58	2127.2	3933.91	6748.15	4549	5538	5004	4984	4640	5648
K07430	1	10	0	9	0	0	1	0	2	0	2	0
K07442	257.84	191.75	625.75	807.83	1887.88	3164	2203	2330	2423	2097	2247	2376
K07443	4895.67	7394.48	6189.07	5953.59	7744.1	7611.42	8729	7483	9602	6735	8904	7633
K07444	1533.77	1807.55	2911.01	1973.58	1013.69	731.63	780	1507	858	1357	796	1538
K07445	14.17	0	56	44.5	9	9	1	18	1	16	1	19
K07447	7255.28	9455.86	10349.42	9434.95	11165.76	11582.44	11708	11522	12879	10370	11942	11753
K07448	3015.62	4828.61	5198.12	3837.67	7401.87	6885.98	7875	6711	8663	6040	8033	6846
K07450	3	3	6	7	4	0	1	1	2	1	2	2
K07451	834.69	883.53	1301.53	1360.69	248.31	189.55	206	469	227	422	210	478
K07452	191	56.25	129.88	274.79	227.83	108.12	159	128	175	115	163	130
K07453	18	6	5.25	326.25	6.5	3	5	10	6	9	5	11
K07454	275.8	1084.56	411.69	498.37	153.76	161.9	91	222	100	200	93	226
K07455	219.3	267.45	172.91	361.7	51.15	28.6	23	31	25	28	23	32
K07456	1020.24	1824.72	1126.99	1843.23	524.96	442.95	542	886	596	798	553	904
K07457	403.19	323.97	222.53	397.45	111.99	23.8	35	85	39	77	36	87
K07458	289.04	337.49	340.27	729.16	190.48	169.47	104	161	115	145	107	164
K07459	862.55	684.66	2035.41	1699.23	557.19	487.65	418	797	459	717	426	813
K07460	6386.16	8357.08	9326.82	7998.43	10796.58	11299.39	11311	10958	12442	9862	11537	11177
K07461	3567.09	7932.73	6575.52	6603.94	7787.16	7519.47	8569	7272	9426	6545	8740	7418
K07462	7075.27	9391.53	9738	8757.05	9320.22	8434.61	9522	9252	10475	8327	9713	9437
K07463	28	60	22	68	64	2	8	68	9	62	9	70
K07464	184.84	197.17	301.33	236.65	72.84	25.33	51	93	56	84	52	95
K07465	186.17	72.33	546.75	698.5	1782.88	3132	2156	2224	2371	2002	2199	2269
K07466	28	60	22	68	64	2	8	68	9	62	9	70
K07467	405.98	521.06	288.14	338.6	81.63	35.12	42	195	46	175	42	199
K07469	1	0	0	0	0	0	0	1	0	1	0	2
K07470	41.48	53.96	61.58	182.81	16.79	33.13	10	7	11	6	11	7
K07473	2730.97	2641.61	2377.15	1714.65	6181.36	5836.37	6735	5346	7409	4811	6870	5453
K07474	822.7	993.85	610.6	1209.39	574.9	711.09	600	569	660	512	612	580
K07476	394.47	122	218.65	667.25	52.62	8	27	29	30	26	28	29
K07477	35	48	29.33	53.67	45.5	6	13	42	14	38	13	43
K07478	7225.28	9463.36	10297.42	9489.45	11151.26	11587.69	11695	11647	12864	10482	11929	11880
K07479	169.68	377.77	126.02	450.97	35.29	96.63	28	32	31	29	29	33
K07480	20.01	33.8	7.04	10.33	3.38	5.25	1	2	1	1	1	2
K07481	1158.61	1067.71	2200.64	4074.1	1643.27	1478.65	1788	2735	1967	2462	1824	2790
K07482	431.08	414.06	765.9	349.22	218.1	114.1	137	51	151	46	140	52
K07483	12357.61	14194.57	14762.13	13731.05	36932.05	36180.39	40400	33691	44440	30322	41208	34365
K07484	663.37	611.83	851.34	1490.7	493.84	537.41	294	545	323	490	300	556
K07485	139	132.33	85	194.67	19.83	6.33	21	9	23	8	21	9
K07486	372.3	382.49	655	1057.01	447.53	441.68	271	360	298	324	277	367
K07487	105.49	49.06	140.54	146.79	44.76	35.54	32	25	35	23	33	26
K07488	36.66	16.33	31.33	72.82	26.67	1.84	4	2	4	2	4	2
K07490	21.98	60.46	31.58	142.81	16.79	31.13	6	7	7	6	6	7
K07491	2121.9	3414.16	4425.5	2684.03	1413.52	973	895	1604	984	1443	913	1636
K07492	155.04	100.19	188.62	223.04	145.68	64.69	21	27	23	24	22	28
K07493	9572.37	6101.52	4252.07	3983.07	1501.4	771.49	846	1048	931	943	863	1069
K07494	34	26	21.33	43.99	71.16	63.17	82	63	90	57	83	65
K07495	38.25	139.15	46.97	48.91	10	22.68	14	8	16	7	14	8
K07496	401.6	748.89	344.04	830.39	136.79	222.79	127	243	139	219	129	248
K07497	23805.29	26130.75	28096.47	23354.3	48424.16	46807.75	53525	43772	58878	39394	54596	44647
K07498	337.32	227.75	185.98	791.38	173.05	123.25	82	139	91	125	84	142
K07499	40	18	18	79.34	6.66	10	1	11	1	10	1	12
K07501	2744.17	2587.38	1617.73	2092.97	786.17	832.95	895	1076	984	968	912	1097
K07502	103.51	200.5	256.99	261.64	323.8	344.65	190	295	209	266	194	301
K07503	266.37	201.75	633.92	962.53	1869.08	3187.2	2220	2387	2442	2149	2264	2435
K07504	326.55	451.27	696.28	486.53	428.33	405.04	559	386	615	348	570	394
K07505	18	25	65	40.5	13.5	9	3	6	4	6	4	7
K07506	5206.78	6348.99	7351.75	6733.97	8585.47	8216.9	9480	8025	10427	7222	9669	8185
K07507	6199.79	8481.5	9597.37	8880.61	5025.92	4641.02	5031	5381	5534	4843	5132	5488
K07508	31.67	24.83	52.67	91.98	12.99	23.16	9	42	10	38	10	43
K07511	0	0	0	0	7	2	5	1	6	1	6	2
K07516	3386.25	4243.29	7480.21	3911.64	2780.22	1705.77	2063	3115	2270	2803	2105	3177
K07518	276.7	237.5	528.5	293.17	101.53	109.17	157	147	172	132	160	150
K07533	539.25	453.38	452.1	1001.35	179.18	73.38	99	441	109	397	101	450
K07535	164.64	273.67	138.7	367.89	240.5	96.7	148	141	163	127	151	144
K07536	100.54	255	61.67	163	219	89.67	130	97	143	87	133	99
K07538	9	0	1	0	0	0	0	3	0	3	0	4
K07539	9	0	1	0	0	0	0	3	0	3	0	4
K07543	2	5	0	47	7	1	6	8	7	8	7	9
K07544	10.5	5	9	66.5	8	2	3	7	4	6	4	7
K07546	961.5	1176	1603	592.5	5720	5333.67	6318	4685	6950	4216	6445	4779
K07552	11582.49	12454.85	17132.63	13667.37	19801.45	20703.5	21149	19087	23264	17179	21572	19469
K07558	14	30	11	34	32	1	4	34	5	31	5	35
K07559	776.68	1225.27	1045.02	2168.32	581.81	690.43	796	776	875	698	811	791
K07560	6700.36	9024.86	9687.59	8596.09	10642.21	11308.31	11512	11179	12664	10062	11743	11403
K07561	14	30	11	34	32	1	4	34	5	31	5	35
K07566	7232.27	9430.28	9841.67	8954.78	9375.55	8446.44	9542	9320	10496	8388	9733	9506
K07568	7378.77	9678.11	10302.58	9579.6	9538.18	8694.43	9876	9667	10863	8700	10073	9860
K07569	14	30	11	34	32	1	4	34	5	31	5	35
K07570	38.75	155.38	89.6	76.02	58.26	15.3	33	195	36	175	33	199
K07571	419.98	238	241.65	707.4	90.62	34.08	40	209	44	188	41	213
K07572	14	30	11	34	32	1	4	34	5	31	5	35
K07573	14	30	11	34	32	1	4	34	5	31	5	35
K07574	5048.33	6675.27	6056.59	5943.53	7631.28	7425.38	8358	7396	9193	6656	8525	7544
K07575	14	30	11	34	32	1	4	34	5	31	5	35
K07576	2796.84	3878.31	5907.24	3984.7	6968.61	6440.95	7607	7138	8368	6424	7759	7280
K07577	1215.49	2748.99	2784.31	3350.59	1792.7	1675.09	1759	2005	1935	1805	1794	2045
K07580	14	30	11	34	32	1	4	34	5	31	5	35
K07581	14	30	11	34	32	1	4	34	5	31	5	35
K07583	14	30	11	34	32	1	4	34	5	31	5	35
K07584	427.48	267.08	268.9	708.4	101.78	37.25	49	230	54	207	50	234
K07586	470.1	270.13	342.6	785.84	150.01	42.3	75	265	83	239	77	270
K07588	1799.47	2410.99	3403.91	2919.71	1263.94	839.74	1121	1896	1233	1706	1144	1934
K07589	824.99	1764.93	2422.94	1673.73	709.19	650.66	899	642	988	578	917	655
K07590	336.47	90.67	220.65	382.25	45.62	11	28	31	31	28	29	32
K07591	0	2.33	0.33	0	0	0	0	0	0	0	0	0
K07592	33.96	61.45	33.8	26.8	24.66	37.45	7	11	8	10	8	12
K07605	15	2	2	24	23	16	30	29	33	27	31	30
K07636	7506.37	11709.98	10632.87	9654.95	9729.76	9056.03	10255	9781	11281	8803	10460	9977
K07637	2121.03	4070.57	4567.67	3666.11	6938.97	6742.24	7793	6287	8572	5659	7949	6413
K07638	5546.62	6144.23	7899.5	6080.97	8338.14	7618.5	8829	7944	9712	7149	9006	8103
K07639	4504.1	5732.67	6147.95	4591.48	7123.51	6983.34	8135	6687	8949	6019	8298	6821
K07640	208.68	461.77	195.52	629.47	73.29	120.13	63	108	70	97	65	110
K07641	1343.74	2467.12	3200.15	2638.38	1819.31	1857.66	1975	2011	2173	1810	2015	2051
K07642	2707.53	2665.99	1421.9	2189.72	1277.69	1651.94	1724	1532	1896	1378	1758	1562
K07643	109.98	91.96	98.91	410.1	22.29	59.13	17	14	18	13	17	14
K07644	11929.24	14268.64	20579.59	12864.72	26946.68	25339.42	30288	25026	33317	22523	30894	25527
K07645	7984.57	7890.47	8155.35	7855.62	9084.24	8753.72	9888	8801	10877	7921	10086	8977
K07646	6040.32	8138.95	9781.03	9036.53	10409.51	11448.99	11615	11030	12776	9927	11847	11250
