function	S1_S16	S1_m	S2_S16	S2_m	S3_S16	S3_m	S4_S16	S4_m	S5_S16	S5_m	S6_S16	S6_m	S7_S16	S7_m	S8_S16	S8_m	S9_S16	S9_m	S10_S16	S10_m	S11_S16	S11_m	S12_S16	S12_m	S13_S16	S13_m	S14_S16	S14_m	S15_S16	S15_m	S16_S16	S16_m	S17_S16	S17_m	S18_S16	S18_m
K07234	13833	889	2241	1073	2967	556	7657	1087	10336	811	5639	735	4289	2211	7845	540	3991	2038	1728	758	5171	1073	1649	409	1476	2227	6861	444	1074	1470	4634	1438	2285	3407	1278	251
K07235	6546	1077	3449	678	7197	543	3531	728	14065	423	6052	423	4844	1950	2019	1766	1487	1597	1639	116	6929	2135	3215	350	1119	1547	10417	172	3561	2598	2352	229	2612	2323	418	140
K07236	3816	702	2712	362	3622	205	2845	718	5742	376	1008	352	4450	1407	1998	1239	1076	501	1071	105	5423	1344	2720	312	1124	1109	10322	109	1875	825	2269	178	2688	2100	341	111
K07237	3816	702	2690	362	3622	205	2815	718	5742	376	1008	352	4444	1207	1998	1239	1076	501	1071	104	5423	1344	2670	311	1122	1103	10322	98	1875	798	2269	131	2688	2100	326	111
K07238	18637	1175	2882	1960	4531	971	3536	1232	8515	1298	14653	684	7485	2176	8417	1395	2106	852	4099	753	10292	2696	4831	883	2958	2485	12195	659	9115	1112	4402	974	4574	4949	2007	620
K07239	910	434	167	473	319	32	445	42	1243	337	936	152	218	831	402	7	404	304	291	348	305	279	221	90	208	1150	1656	47	460	230	391	163	113	716	328	74
K07240	49734	4295	9476	4243	11850	2658	18751	2251	48315	2607	32104	1514	13174	7603	15169	3256	8636	8063	7172	2149	18800	5643	6129	2140	5574	6124	12031	2089	9720	10631	11147	4243	6285	7534	8853	1200
K07241	990	425	1009	251	2035	103	1877	240	1163	202	520	198	930	246	1266	580	201	159	642	232	935	215	6527	408	507	361	6569	166	1061	162	725	216	793	2075	506	88
K07242	0	0	49	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	50	2	0	0	5	2	238	0	0	13	0	0	0	27	4	0	29	0
K07243	8851	1548	4569	1490	5694	471	4505	1936	14027	1767	3619	775	23743	2825	8155	2219	3017	1234	3694	1546	11351	3087	10213	1770	5665	3109	16398	550	3611	1372	6755	1077	10011	3096	15905	1494
K07244	0	0	7	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	13	0	20	0	0	3	0	0	2	13	2	0	9	0
K07245	7117	1993	4523	1189	11059	740	7540	1871	20690	1391	7189	782	17208	1795	6862	2388	3444	2146	4297	1074	9539	3311	11028	1550	4198	2219	20754	482	5355	3212	6138	728	8308	1655	4651	699
K07246	17014	2637	4191	2145	8347	1121	14802	1832	17697	1735	10059	1134	6532	4263	7346	1798	4145	2745	4013	753	12198	2778	9892	935	1866	5490	20811	640	4316	2052	7157	1341	3971	2765	2626	382
K07248	2152	422	648	272	2034	97	1735	99	579	72	177	201	161	480	107	299	125	85	215	55	682	172	1935	39	25	362	6586	25	910	558	281	34	162	2071	85	23
K07250	2455	1170	4178	775	4448	216	7910	812	5580	666	1089	591	6305	1865	2173	1760	1263	494	2624	970	5287	1244	14304	943	2532	2289	13194	266	1826	1118	2840	508	3934	966	1613	285
K07251	753	421	1462	148	2031	85	1730	97	752	72	222	195	109	237	107	641	123	181	214	38	683	146	2000	47	4	357	6566	14	982	146	280	17	233	429	30	23
K07254	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	5	0	0	3	0	0	2	1	0	0	0	0
K07255	0	0	1	0	0	0	52	0	0	0	0	0	12	44	53	1	130	0	25	0	0	0	0	1	0	18	39	1	0	17	1	1	0	14	0	2
K07256	0	0	2	1	0	7	52	0	0	0	0	0	16	43	53	2	130	0	4	3	0	0	14	4	0	18	39	4	0	17	1	5	9	8	4	4
K07257	1588	1	219	83	0	1	5	3	4	1	0	0	196	3	4	12	0	1	206	58	116	81	138	41	245	1	0	74	2	1	4	108	138	1	153	18
K07258	23855	3779	7735	2291	19156	1874	19593	1671	29970	1327	14982	1519	12529	4749	6790	3926	4939	4152	6037	1536	13620	3936	10424	1314	3789	4315	29145	1409	7803	5920	6886	2926	7242	5502	3441	730
K07259	25307	4001	5954	3972	14592	4241	9369	2250	22006	2829	36206	2933	20263	5356	14811	2918	12403	5535	14708	8731	18628	7421	17905	3128	7846	8115	46581	1093	24571	4650	10091	2706	7670	3970	20981	2774
K07260	588	8	2375	29	7	11	98	13	717	19	145	3	4396	29	18	1393	23	134	1945	929	68	42	13467	992	1546	9	36	331	302	4	37	531	1771	1739	4306	412
K07261	590	953	1739	340	4123	243	7229	409	809	192	212	578	2064	811	1442	669	1028	193	968	263	630	135	2409	259	412	632	8942	208	1023	510	1899	612	1370	972	455	167
K07262	19502	1528	5460	1527	7568	947	4159	1232	20746	1166	10040	587	5362	2708	7182	2262	2886	2766	2198	444	11272	2980	3698	523	1318	2857	12214	494	4438	2962	4568	1104	2797	3561	1787	261
K07263	50424	4801	9661	5579	16003	4025	12456	2926	47216	3425	64533	2619	13594	8406	23948	3745	9976	6478	15655	4515	31818	10748	5819	1952	6744	6748	14016	2297	33179	9968	14238	5633	6524	7461	5505	1759
K07264	3231	701	1865	405	3621	187	2814	714	9746	412	1118	379	7845	997	1995	1719	1076	695	1412	83	8355	2172	2569	379	1621	1173	11293	96	2527	386	2262	75	4175	455	318	135
K07265	639	475	470	332	916	119	1890	184	1382	87	946	464	409	752	2241	22	1864	271	761	108	237	284	481	169	701	305	1536	163	537	701	1030	391	398	816	424	91
K07266	377	414	449	200	676	72	1539	110	1094	76	931	292	361	597	1359	18	1324	251	774	101	214	261	457	145	689	209	1051	131	506	608	680	344	402	770	395	81
K07267	16568	2397	6270	1454	13447	1686	6398	2008	50459	995	30640	653	6724	3496	5877	4380	4047	6403	5827	550	16232	6024	2869	586	1646	3067	10520	514	10323	7398	6909	525	3401	4337	885	329
K07268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
K07269	753	421	1462	148	2031	85	1730	97	749	72	222	195	101	237	107	641	123	181	214	38	683	146	2000	47	4	357	6566	11	982	146	280	17	233	428	30	23
K07270	8228	1357	2274	1402	4895	1732	10791	418	10331	579	29856	635	1128	1975	5633	741	1099	1547	5136	649	5279	2802	2405	492	576	855	2671	186	15923	4341	2122	183	264	1319	472	808
K07271	0	1	51	176	7	3	12	1	4	0	0	0	3	35	3	73	0	0	77	0	0	0	54	0	13	0	3	7	0	1	1	15	10	5	3	0
K07272	0	0	22	0	0	0	0	1	0	0	4	0	5627	0	0	9	0	1	75	892	0	0	5740	641	1040	0	1	8	0	0	0	11	253	0	14052	1018
K07273	11100	2871	1913	2497	12303	2456	13984	844	12054	1291	21975	1708	7861	3820	5594	1116	5985	3050	8352	4031	7681	3677	2059	1341	2085	4609	20129	528	12893	4231	5213	1026	3172	1335	4145	1148
K07274	2028	901	1227	580	7420	254	4110	236	2456	161	1076	407	1205	1277	257	1000	674	397	1353	241	2941	519	2335	193	219	1010	13245	117	2035	408	777	162	817	892	365	121
K07275	43046	3560	7266	3456	14903	3669	12391	1603	48603	2010	58405	2086	8999	5330	13325	4105	7561	8094	13108	4806	24202	8810	4669	1205	2818	5658	26850	1002	27886	6248	7052	1989	5051	7338	3426	1486
K07276	635	321	495	64	384	52	919	34	871	57	48	108	759	371	153	341	472	112	1174	205	68	59	361	141	328	197	489	148	97	505	364	488	478	208	337	70
K07277	28228	3928	6559	3493	16436	3032	14566	2301	28364	2176	26566	2255	15566	6130	12282	3227	9719	4918	11028	4300	19995	6676	5843	1715	5215	6571	33624	1443	16115	5762	10260	3528	8640	4424	3458	1214
K07278	19440	2252	4789	1559	9867	1092	10713	1301	20447	1100	9524	973	10470	3568	6263	2405	4023	2800	4236	895	10827	2894	5010	979	2547	3127	14604	980	4399	3710	5449	2205	6226	4106	2413	529
K07279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
K07280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07281	0	0	6	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	7	2	0	0	24	9	8	0	0	26	0	0	0	68	35	0	26	0
K07282	11	333	1892	453	1673	113	4984	438	839	578	78	94	7045	221	645	881	210	35	1871	946	0	5	13530	1435	1168	43	1237	201	245	164	1865	537	2302	297	6522	709
K07283	1336	531	714	251	2169	116	2743	182	1163	296	256	213	1043	393	602	766	796	200	744	240	745	183	2641	161	589	417	6623	245	1029	254	826	406	933	472	371	94
K07284	9	12	1815	99	6	33	106	137	701	277	101	2	16731	19	204	733	54	154	1736	2559	5	8	19693	2315	3916	2	32	317	254	3	513	527	2795	371	32128	2436
K07285	1954	1266	1600	452	6099	258	5192	297	1152	221	552	584	670	709	326	971	374	195	778	235	1713	302	2196	103	155	1078	19701	61	2445	436	845	207	555	1287	130	86
K07286	3816	701	2512	362	3622	205	2809	716	5734	376	1008	352	4383	1207	1998	1237	1076	501	1053	92	5423	1344	2579	308	997	1101	10318	85	1875	798	2269	100	2572	2099	286	110
K07287	16067	1148	3362	1008	3996	574	3455	947	11410	862	4432	515	4847	2152	4848	1512	2319	1638	1463	434	9250	2050	2963	428	1221	2408	12103	415	2611	1166	3608	1047	2824	3328	1497	232
K07288	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
K07289	15516	2265	3208	1165	10273	1491	10956	1158	9560	860	6263	1506	6621	3339	5058	1317	5225	2040	2379	819	10349	4028	3083	684	1374	3455	24659	369	6468	2566	4943	1007	3863	2667	1018	461
K07290	16981	1358	2338	1122	4210	428	4557	1092	12267	1002	4754	522	5510	2274	6075	1025	2940	1617	2256	608	9568	2160	3141	508	1517	2426	12170	469	2730	1562	4182	830	3090	3327	1162	282
K07291	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	1	0	0	7	2	0	0	46	45	42	0	0	25	0	0	0	95	54	0	26	6
K07300	12008	2199	3185	1603	9556	2217	10136	1282	9547	1167	17521	1540	7409	2350	7003	1790	5993	2420	7507	3627	9710	4059	4047	1184	2905	4011	29527	366	12721	2192	5390	731	3160	953	4006	894
K07301	5794	805	5008	973	3932	399	3583	868	10867	426	3254	538	5912	2221	4180	1879	2334	1429	2146	367	6820	1740	4166	518	2177	1401	10937	630	2148	1120	3235	1879	3502	2371	1164	240
K07302	9119	2917	3410	2703	8040	1255	11727	2771	8553	2782	1924	1371	9393	3790	12088	781	6779	1097	2779	507	4660	1718	2551	1025	3306	5350	16812	1199	1570	2795	10753	2995	5227	3507	3314	402
K07303	9119	3198	3428	2740	9622	1339	12799	3383	8567	3047	1924	1502	9407	3977	13976	777	7732	1101	2786	513	4660	1722	2667	1042	3414	5848	19582	1188	1570	2959	12722	2984	5310	3530	3335	405
K07304	44421	4816	11498	4629	19901	4458	23062	3052	50164	3092	55520	3050	24965	7970	18861	5780	13195	8312	17755	6350	29178	10695	15734	4413	8056	7114	35672	2149	28312	8419	13889	4852	11869	5868	14204	2754
K07305	35965	5508	9081	3792	21264	3744	22372	2272	38535	2761	40615	2977	21032	5883	13611	4346	11373	7127	15190	6043	20126	8904	14546	3291	7800	6633	34644	1915	22722	6701	11600	4630	10539	5753	10829	2202
K07306	1161	842	72	296	4061	171	3459	194	1201	143	418	390	2	473	213	224	246	323	41	4	1302	267	1	11	2	714	13131	3	1950	291	545	11	1	856	15	13
K07307	1500	842	114	296	4061	171	3459	194	1296	143	437	390	3	473	213	317	246	338	54	4	1357	285	1	14	2	714	13131	4	1957	291	545	20	1	856	16	16
K07308	886	421	111	148	2031	88	1730	97	1204	72	261	195	2	237	107	317	124	323	48	3	792	197	1	16	2	357	6566	4	1229	146	273	18	1	429	15	14
K07309	1161	842	56	295	4061	166	3459	194	96	143	334	389	1	472	213	169	244	15	18	4	1076	164	0	10	0	714	13131	2	1449	291	545	10	1	856	4	13
K07310	136	0	39	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	7	0	0	0	0	6	0	0	0	2	0	0	0	9	0	0	1	2
K07311	136	0	39	0	0	0	0	0	0	0	0	0	0	0	0	94	0	10	7	0	0	0	0	6	0	0	0	1	0	0	0	8	0	0	1	2
K07312	886	421	82	148	2031	83	1730	97	96	72	177	195	1	237	107	187	122	25	21	2	566	94	0	15	0	357	6566	3	728	146	273	17	1	428	4	6
K07313	11010	1915	2840	1110	8635	2081	13418	866	9942	407	5886	1054	4566	2201	2801	876	4927	2875	6633	3067	4053	1483	3516	566	1628	3415	27791	638	2548	1877	4285	1377	2498	2908	1223	362
K07314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
K07315	2893	2258	1510	1436	8151	705	3476	344	4709	944	20564	1391	5727	1139	4924	1255	2284	359	2715	662	9240	4738	1767	778	3148	924	1698	639	15288	1084	2506	1607	2676	525	1431	614
K07316	5616	123	2810	641	3649	611	1092	202	21076	71	14158	193	1415	842	3336	1041	2060	3505	4979	3100	5388	1855	1325	279	785	574	623	164	3184	404	1418	394	572	636	690	159
K07317	0	1003	31	179	3559	2	816	43	0	172	3958	453	15	23	509	11	19	0	53	257	1403	1406	9	52	32	188	0	21	3845	210	518	31	11	173	163	97
K07318	7152	1585	998	1024	7867	955	2792	115	8879	395	21281	688	577	764	3074	558	972	1170	2668	332	5537	3407	813	229	263	731	113	104	12528	2365	936	63	109	439	360	428
K07319	411	421	0	148	2031	83	1730	97	0	72	158	195	2	236	107	0	122	0	0	2	510	71	4	1	36	357	6566	1	721	146	273	4	0	428	1	2
K07320	19381	1834	4556	1351	9223	981	8864	1126	20270	942	9510	673	5909	3019	5093	2365	2837	2763	3075	736	10822	2878	3922	588	1645	2891	13401	575	4331	3117	4449	1309	3319	3780	1849	354
K07321	0	3	59	10	0	0	0	0	0	0	0	2	14	43	0	4	0	0	29	2	0	0	68	2	67	21	8	24	0	22	2	37	48	0	2	6
K07322	21224	1414	551	2179	5006	1430	5137	1186	8132	946	3590	1016	4318	2520	6336	391	5300	2305	4626	3108	6485	1470	777	312	1258	4199	23815	300	1819	1405	5106	803	2082	1324	900	264
K07323	19383	1616	5113	1482	7836	977	4639	1041	20243	929	9510	770	6079	3111	5818	2376	3406	2764	2692	660	10822	2878	3906	575	1892	2990	12807	754	4349	3080	4171	1983	3285	3646	2018	328
K07325	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0
K07326	7108	280	2918	199	1587	126	1079	618	44955	341	1776	395	7803	756	1889	4504	953	2516	1310	114	31960	9293	653	508	1580	1392	12588	71	5869	242	1976	87	3949	25	296	120
K07329	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0
K07330	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0
K07331	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0
K07332	0	0	1	5	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	2	0	0	0	0
K07333	0	0	2	6	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	3	0	0	0	0
K07334	1757	694	1300	642	3623	177	21448	667	5635	872	442	405	3253	829	2956	495	2005	378	2891	567	3428	1039	680	528	945	298	5787	228	750	884	3194	579	2169	996	601	267
K07335	1081	428	3693	536	2028	239	5625	590	3434	631	2183	277	9564	610	3366	823	1549	646	2582	1074	695	574	8396	1343	2107	187	1992	545	1117	364	2554	1277	4774	1475	4784	698
K07336	18457	1861	2594	1364	8023	797	5367	995	16138	989	9610	668	5762	2615	5350	1208	3539	2567	3177	679	6307	1984	3825	597	1875	2800	11712	736	3758	3413	4075	1409	3124	4227	1942	359
K07337	3512	891	2065	807	5630	225	2273	171	6534	397	349	380	3896	770	206	1235	627	610	935	63	4057	1250	2332	241	833	1682	9264	82	1611	316	827	339	2110	2332	236	115
K07338	13368	1102	1051	810	3740	301	6686	919	5248	689	801	575	6460	1816	3192	602	1826	383	1633	146	6774	1229	705	489	1116	2041	7231	220	955	1081	3622	573	3533	2566	982	196
K07339	1337	61	10	503	624	577	384	68	76	323	11841	172	104	94	2445	10	506	65	1556	50	1766	790	267	82	85	117	26	0	6744	75	376	2	0	43	41	283
K07340	4819	1522	3662	658	7758	602	9167	444	14819	557	5424	501	9105	1738	1001	2050	1673	1685	3709	502	5307	1898	4027	733	1643	1049	9448	465	3426	3069	2209	924	5192	2778	822	368
K07341	1521	736	1457	557	5467	448	5924	275	7763	121	5767	332	2580	1343	1125	596	1078	1164	1402	291	3125	991	609	299	715	652	1876	201	2095	2030	1316	674	1577	539	650	198
K07342	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	5	0	0	3	0	0	2	1	0	0	0	0
K07343	1402	1206	965	312	5533	458	8324	883	5207	417	339	442	4067	667	2287	970	1706	459	1214	166	3715	1063	2415	334	980	960	11613	252	1576	832	3079	555	2302	2329	979	120
K07344	1824	502	602	204	1367	216	1824	406	4640	325	2498	27	4240	474	2614	62	1028	859	1872	374	1586	435	605	363	340	171	81	161	286	554	2026	372	2597	201	180	180
K07345	15197	3172	5383	2060	22161	1664	12985	1835	47472	1061	33046	1470	7997	2651	5086	5393	4098	7248	5103	244	17044	5847	2601	509	1725	3802	46136	151	15118	1355	5776	287	4199	5982	601	361
K07346	11404	2365	5111	1469	13360	1469	9027	1185	45238	746	30560	1012	1944	1990	3605	5710	2142	6577	5184	495	13739	4896	2413	406	499	2649	30284	224	12624	2928	3761	530	945	4204	801	248
K07347	22943	5489	7640	3084	32114	2530	21733	2986	66903	1756	43897	2474	6718	5029	8326	7677	5509	9521	7030	669	26848	8455	4659	733	1430	6369	76299	340	21904	4314	9339	652	3591	9205	1108	498
K07348	3266	424	1907	351	2031	466	1730	97	16599	72	14718	195	46	279	110	1864	122	2649	1589	16	4316	1652	0	41	0	466	6593	3	4517	146	273	61	1	780	74	29
K07349	2794	0	386	33	0	0	0	0	4590	0	132	27	1	1	0	942	0	299	92	14	3208	1012	0	36	0	72	982	4	572	0	2	26	1	0	26	23
K07350	4150	425	2675	437	2031	601	1730	100	22100	109	19565	195	3716	293	111	2436	122	3507	2623	28	5566	2171	247	176	764	503	6602	33	5780	146	273	92	1809	897	222	79
K07351	1999	842	288	361	4061	166	3459	194	96	143	1010	389	433	1036	213	402	244	35	103	16	2652	368	0	72	28	887	13131	13	1686	367	545	29	250	2492	32	39
K07352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	2	0	0	1	0	0	0	1	3	0	0	1
K07355	411	421	0	148	2031	83	1730	97	0	72	158	195	0	236	107	0	122	0	0	2	510	71	0	0	0	357	6566	0	721	146	273	1	0	428	1	2
K07357	884	0	199	0	0	5	0	0	108	0	25	0	1	1	0	467	0	25	42	1	56	21	14	28	342	0	0	6	7	0	4	50	1	0	6	9
K07358	407	0	7	0	0	0	0	0	191	0	38	0	2	1	0	1	0	29	13	1	112	42	9	1	244	0	0	2	14	0	0	8	1	0	1	2
K07374	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	5	0	0	0	0	1	5	0	0	5	0	0	0	14	14	0	3	0
K07376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	50	0	0	0	2	13	0	0	0	5	0	0	0	0	19	0	5	0
K07386	15198	2998	3371	3204	9822	3874	5626	930	15067	2027	37366	2196	14170	4217	8674	1937	9350	4907	16510	9500	10380	5613	15797	2791	5976	5518	30559	879	23187	4267	5832	1740	4389	745	20547	2832
K07387	10341	2442	689	1538	8932	1273	6439	434	3687	707	5216	1539	1233	2170	2699	674	3771	1495	4421	3144	4878	2513	2208	246	607	4053	27684	118	6069	1416	2357	453	816	1429	715	280
K07388	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0
K07389	0	0	11	0	0	2	0	0	18	0	0	0	9	0	3	3	0	2	22	1	0	0	6	10	39	0	0	29	2	0	0	31	3	0	25	3
K07390	20023	2261	5614	1569	9876	1101	10675	1342	20948	1106	9560	972	11036	3585	6292	2739	4021	2828	4918	1078	10893	2930	5233	1018	2992	3148	14607	1082	4425	3710	5691	2732	6538	4110	2519	586
K07391	27082	3640	7041	3409	14831	2961	13381	1768	24684	2149	25827	2098	23244	5350	10537	3132	8813	4701	11303	6089	15350	5562	18858	3261	6640	5803	29888	1565	15448	5511	8583	3854	8645	4440	23630	2765
K07392	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07393	3841	1381	2905	654	6653	490	8184	1274	6244	831	1067	632	10975	1564	3592	1664	1936	541	3150	763	5422	1349	11778	1203	2887	1269	12288	400	2038	1065	4853	977	6896	2491	1262	464
K07394	6172	1171	3547	998	7170	624	3910	1507	14007	1043	6113	442	4861	2282	5642	1612	3236	1506	1881	106	6974	2065	1453	425	1275	1907	6760	268	2728	2902	5358	681	2689	1971	773	143
K07395	15548	1361	2064	1270	4764	789	4032	442	14354	950	8513	534	1902	2196	4379	814	3626	2311	2275	338	5434	1546	3661	374	1274	2006	2899	716	2536	2899	2696	1780	1069	1739	1770	231
K07396	7562	1020	3397	1076	3552	481	2668	1401	14444	1075	7858	449	4531	1972	5750	1883	2900	2054	2283	305	7121	2514	786	426	1129	2528	8324	273	3727	1111	4809	711	2580	3024	1014	281
K07397	45283	4993	9445	5595	26544	6064	11624	2568	54393	3165	67546	3251	14324	8205	20750	4466	14721	10254	19630	8199	29771	12110	13425	2766	6057	9683	46743	1370	37408	9537	12030	3129	6654	5244	7673	2325
K07398	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	5	0	0	1	0	0	2	1	0	0	0	0
K07399	12257	456	1926	721	380	395	724	362	6315	762	3480	166	5251	974	3048	806	1293	1170	1454	1180	3828	710	7985	1004	1921	1319	1812	493	871	380	1837	1039	2094	1263	4859	517
K07400	7130	1088	3659	692	7210	551	3615	759	14573	430	6088	424	5440	1968	2054	2090	1497	1626	2229	324	6995	2172	3531	407	1438	1571	10427	216	3588	2604	2493	354	3065	2326	623	201
K07401	4635	764	2983	986	3986	919	6959	1172	6173	1197	12653	514	9529	1794	5285	1388	2397	651	3844	584	6571	2015	3229	969	1451	935	5117	235	7699	1656	4866	521	6015	2020	756	665
K07402	22587	3064	7999	2288	10773	1525	15552	3015	19120	2092	6342	1527	22139	5080	13018	3273	6612	2416	6698	2608	14037	3569	25857	3101	5446	4986	18529	1496	3438	3208	11998	3411	10322	6390	12757	1622
K07403	3141	291	655	874	2148	696	1151	682	105	443	11841	299	744	267	4395	98	1327	60	1753	131	1882	875	872	181	566	613	2875	302	6836	178	2358	912	402	75	544	306
K07404	6962	2261	1501	1794	7351	879	5326	534	6481	1295	17256	1183	1767	2468	4624	1584	2383	883	2603	675	9890	3905	4423	811	647	2283	9363	368	12737	1745	3589	752	1122	1026	799	555
K07405	0	1	29	402	13	5	10	1	4	0	0	0	72	68	5	7	0	0	6	2	0	0	6	0	9	1	0	31	0	1	18	150	0	9	18	0
K07406	636	1038	291	243	5321	242	11412	481	438	240	183	369	6508	493	681	48	350	24	1536	381	570	96	393	636	229	416	9031	91	740	448	2095	164	2747	909	2908	406
K07407	6390	366	3529	1675	1844	362	2357	588	3570	894	969	249	20003	2253	2140	1209	1457	665	3225	2630	3302	909	15529	3420	1813	450	475	576	826	1522	3528	1177	3009	217	26506	2410
K07430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K07442	6	8	1184	84	6	25	46	130	639	276	59	2	9888	5	198	450	46	33	854	1583	0	3	12866	1477	2145	1	22	124	134	2	499	288	1940	22	17471	1393
K07443	12917	2444	4212	1787	11602	1819	6214	1017	17797	1028	10478	1381	6486	3651	3599	2544	5863	3414	6915	3654	9731	3968	3416	903	2904	4114	25594	562	7755	4366	4561	1239	3464	2591	1588	534
K07444	19637	1843	1532	2357	5281	2231	3522	548	9038	1312	19660	1299	3845	2734	6971	589	5825	3031	6940	3735	8332	3351	1198	809	1999	4008	17072	628	11631	2176	3600	1651	1988	1618	2393	782
K07445	0	0	12	17	0	2	0	0	0	0	0	0	116	4	0	2	0	1	6	0	0	0	0	2	0	0	0	27	0	0	6	34	2	2	11	0
K07446	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0
K07447	26820	3643	7614	3391	14816	2957	13441	1798	24404	2145	25819	2095	21829	5355	10506	3208	8627	4728	11453	5903	15329	5540	18833	3041	6781	5803	29829	1604	15443	5507	8662	3817	8726	4487	21151	2540
K07448	15473	900	1751	858	779	635	1382	246	12843	703	9159	329	13703	2007	2307	1027	1471	2310	1914	2265	5324	1675	13816	1645	2821	1755	2213	331	2685	2274	1678	666	2152	2101	29292	2342
K07449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	32	0	0	0	0	0	0	1	0	0	0	0
K07450	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0
K07451	4415	1457	1433	608	5910	380	5323	811	6335	464	2235	609	1144	1850	2497	1370	1653	562	1390	420	6017	1712	6457	430	622	1692	16937	63	2973	2303	2579	109	637	3102	585	257
K07452	1163	1423	1122	401	5590	92	2554	143	608	281	4855	648	4718	825	616	559	147	134	1136	441	3602	1733	6726	546	1192	718	6566	115	5068	444	794	115	2625	601	657	229
K07453	0	1	166	1	0	0	1	1	2	0	0	0	71	1	0	4	0	1	47	3	0	0	49	7	43	1	0	34	0	1	2	28	42	1	65	2
K07454	5226	440	301	658	2835	702	2383	178	850	248	12448	463	2096	572	2901	309	739	102	1854	408	3161	1298	909	582	571	468	6586	103	7700	492	751	225	188	491	2935	565
K07455	1829	431	146	533	272	141	461	91	4103	304	2224	158	437	840	1288	9	654	853	65	265	1442	390	202	36	67	1300	1664	27	210	315	858	36	55	425	20	31
K07456	7375	1386	843	1781	4948	1842	2818	369	3311	771	16236	1125	1433	1807	4085	335	4573	1896	6307	3457	4502	2645	1004	591	2060	2684	15207	472	10911	1813	2674	1100	532	349	1127	618
K07457	0	2	49	11	0	1	0	2	0	1	0	1	41	22	1	13	0	2	14	1	0	0	34	4	112	11	19	47	0	11	3	118	23	5	18	2
K07458	5316	1707	1109	1118	6751	786	4127	243	1322	536	16468	888	1706	1275	3553	698	1100	331	2385	845	5088	2712	8640	684	824	784	6720	90	11717	1384	1498	164	931	671	785	552
K07459	2953	430	1685	405	2332	110	2026	246	2263	232	1423	215	334	369	1808	660	560	438	860	101	1267	545	2229	117	243	361	6588	58	1493	212	891	79	402	939	153	103
K07460	26820	3635	6934	3383	14810	2954	13347	1769	24396	2144	25816	2095	21385	5347	10477	3124	8623	4682	11261	5888	15327	5539	18584	2999	6544	5800	29801	1540	15443	5510	8530	3755	8629	4429	20828	2536
